,name,category,section,description,image,page,length [cm],depth [cm],height [cm]
47,TEL22,Telefonía,,Cajetín antiguo de fichas telefnicas,admin/img_prod/TEL22/TLF22-720x540.png,47,0,0,0
0,MYN22,Maletas y neceseres de viaje,Viaje,Maleta fibra gris y negra,admin/img_prod/MYN22/MYN22-720x540.png,48,75,45,25
1,MYC22,Maletines y carteras,,Portadocumentos skay cierre cremallera,admin/img_prod/MYC22/MYC22-720x540.png,48,0,0,0
2,TOC22,Objetos de tocador,Tocador,Juego de tocador loza blanca raya gris (3 piezas),admin/img_prod/TOC22/TOC22-720x540.png,48,0,0,0
3,JUG22,Juguetes,Juguete,Juegos de mesa antiguos con sus cajas,admin/img_prod/JUG22/JUG22-720x540.png,48,0,0,0
4,JAR22,Jarrones y jarras,Adorno  Decoración  Salón  Tibor,Tibor imperio,admin/img_prod/JAR22/JAR22-720x540.png,48,0,0,0
5,MYS22,Tocadiscos y altavoces,Electrónica  Musica  Sonido,Plato de tocadiscos niquelado NEC,admin/img_prod/MYS22/MYS22-720x540.png,48,0,0,0
6,TP22,Tapices y estandartes,Castillo,Tapiz pintado medieval castillo,admin/img_prod/TP22/TP22-720x540.png,48,145,0,250
7,ML22,Librería,Despacho,LIBRERÍA DESPACHO 1900 PUERTAS MADERA,admin/img_prod/ML22/ML22-720x540.png,48,120,40,240
8,MED22,Atrezzo medicina,Hospital  Medicina,Escalerilla de plástico para tubos de ensayo,admin/img_prod/MED22/MED22-720x540.png,48,0,0,0
9,HOS22,Hospitales,Hospital  Medicina,Mesilla hospital hierro blanca,admin/img_prod/HOS22/HOS22-1-720x540.png,48,42,38,86
10,VAA22,Atrezzo vario,Adorno  Comedor,Platos de cobre antiguos,admin/img_prod/VAA22/VAA22-720x540.png,48,0,0,0
11,ARA22,Atrezzo Árabe,Arabe,Mesa árabe rectangular pintada,admin/img_prod/ARA22/ARA22-1-720x540.png,48,100,50,72
12,RAD22,Radios,,Radio antigua baquelita marron 4 mandos Philips,admin/img_prod/RAD22/RAD22-720x540.png,48,1,1,1
13,SI22,Sillón,Inglesa  Sillería,SILLÓN INGLÉS CAOBA RESPALDO ÓVALO,admin/img_prod/SI22/SI22-1-720x540.png,48,50,45,100
14,MV22,Muebles varios,Español  Taquillón,Taquillón estilo español cuarterones doble,admin/img_prod/MV22/MV22-1-720x540.png,48,200,37,85
15,JUE22,Juego,,Juego de dominó con su caja,admin/img_prod/JUE22/JUE22-720x540.png,48,1,1,1
16,SIL22,Silla,Inglesa  Sillería,Silla inglesa caoba respaldo óvalo,admin/img_prod/SIL22/SIL22 720x540.png,48,42,40,97
17,MEC22,Mecedora,Infantil  Mimbre,Mecedora de mimbre de niño,admin/img_prod/MEC22/MEC22-720x540.png,48,38,66,67
18,MOS22,Mostrador,Tienda,Mostrador de tienda de roble con 25 cajones,admin/img_prod/MOS22/MOS29-1-720x540.png,48,330,45,95
19,S22,Sofá,Inglesa  Salón  Sillería,Sofá inglés caoba respaldo óvalos tapizado,admin/img_prod/S22/S22-1-720x540.png,48,122,45,100
20,TYV22,Televisores y vídeos,Televisor,Televisión caja madera antigua Philips (B/N),admin/img_prod/TYV22/TYV22-1-720x540.png,48,0,0,0
21,ILU22,Iluminación,Calle,Farol de pared dorado grabado con globo,admin/img_prod/ILU22/ILU022__MOU028__Hay_4_-removebg-preview.png,48,60,40,60
22,PV22,Pie de vela,Candelabro  Iglesia,Candelabros alto de altar metal grabado 5 luces en línea,admin/img_prod/PV22/PV22-720x540.png,48,40,12,95
23,SEC22,Secreter,Americano  Dormitorio  Salón,Bureau americano caoba 5 cajones,admin/img_prod/SEC22/SEC22-1-720x540.png,48,133,80,105
24,BRA22,Brasero,Medieval,Pie de pletina de hierro aros,admin/img_prod/BRA22/BRA22-720x540.png,48,70,70,150
25,JAU22,Jaula,Pie de jaula,Pie de jaula de loro de metal peana redonda,admin/img_prod/JAU22/JAU22-720x540.png,48,40,24,97
26,VI22,Vitrina,,Vitrina de pared negra forma,admin/img_prod/VI22/VI22-720x540.png,48,85,32,70
27,PER22,Perchero,Despacho,Perchero de pie tubo crema 6 boliches niquelados,admin/img_prod/PER22/PER22-1-720x540.png,48,50,50,175
28,CHI22,Chimenea,,Juego de avíos de chimenea metal grabado,admin/img_prod/CHI22/CHI22-720x540.png,48,1,1,1
29,QIN22,Quinqués,,Quinqué columna madera depósito cristal rosa,admin/img_prod/QIN22/QIN22-720x540.png,48,1,1,1
30,MOU22,Mobiliario urbano,Calle,Señal de tráfico inglesa de peligro hielo,admin/img_prod/MOU22/MOU22-720x540.png,48,69,1,61
31,CDM22,Centro de mesa,,Centro de mesa de loza dibujos azules con tapa,admin/img_prod/CDM22/CDM22-720x540.png,48,0,0,0
32,FIG22,Figuras,Adorno,Figura de escayola pintada torso hombre,admin/img_prod/FIG22/FIG22-720x540.png,48,0,0,0
33,PLA22,Playa,Sombrillas,Sombrilla tela rayas,admin/img_prod/PLA22/PLA22-720x540.png,48,0,0,0
34,REG22,Religión,Cruces,Cruz de suelo de madera fina,admin/img_prod/REG22/REG22-720x540.png,48,106,5,230
35,RU22,Rural,Oficios,Palas de minero,admin/img_prod/RU22/RU22-720x540.png,48,0,0,0
36,GN22,Galan de noche,Dormitorio,Galán de noche tubo niquelado,admin/img_prod/GN22/GN22-1-720x540.png,48,45,30,109
37,ALF23,Alfombra,Frances,Alfombra francesa,admin/img_prod/ALF23/ALF23-2-720x540.png,48,0,0,0
38,AFC23,Alfombra de cama,Dormitorio,Alfombrín de cama lana colores,admin/img_prod/AFC23/AFC23-720x540.png,48,90,53,1
39,AP23,Aparador,Comedor  Estilo mil novecientos,Aparador 1900 de roble con espejo y tapa mármol,admin/img_prod/AP23/AP23-720x540.png,48,136,56,100
40,ARC23,Arcon,Dormitorio,Arcón figurado aplicaciones rosetas cartón,admin/img_prod/ARC23/ARC023 (HAY 1).jpg,48,100,54,70
41,AR23,Armario,Dormitorio  Valenciano,Armario valenciano con copete y 2 puertas espejo,admin/img_prod/AR23/AR23-1-720x540.png,48,108,44,180
42,ATR23,Atril,Iglesia  Religioso,Atril de altar metal grabado,admin/img_prod/ATR23/ATR23-720x540.png,48,1,1,1
43,BAC23,Banco,Jardín,Banco jardín patas hierro tablas blanco,admin/img_prod/BAC23/BAC23-1-720x540.png,48,150,70,80
44,BAN23,Banqueta,Frances  Góndola,Banqueta góndola Luis XVI crema y oro,admin/img_prod/BAN23/BAN23-1-720x540.png,48,70,40,70
45,BA23,Baño,Lavabo,Lavabo 2 llaves y caño,admin/img_prod/BA23/BA23-1-720x540.png,48,56,43,10
46,BAU23,Baul,Descatalogado,,admin/img_prod/BAU23/LOGOTIPO VAZQUEZ- 720x540.png,48,0,0,0
47,BIO23,Biombo,Dormitorio,Biombo 4 hojas marco madera tela rayas,admin/img_prod/BIO23/BIO23-720x540.png,48,200,5,190
0,CA23,Cama,Dormitorio,Cabecero forma tapizado flores,admin/img_prod/CA23/CA23-720x540.png,49,140,10,120
1,CO23,Cocinas,Varios cocina,Pila lavadero de cocina de piedra,admin/img_prod/CO23/CO23-720x540.png,49,1,1,1
2,COM23,Comoda,Comodín  Dormitorio  Inglesa,Comodín inglés caoba 3 cajones a juego dormitorio inglés,admin/img_prod/COM23/COM23-1-720x540.png,49,97,47,78
3,CON23,Consola,Isabelino  Recibidor,Consola Isabelina negra con tapa figurada con cajón,admin/img_prod/CON23/CON23-1-720x540.png,49,115,55,90
4,CU23,Cuadro,Religioso,Cuadro retablo bizantino pintado,admin/img_prod/CU23/CU23-720x540.png,49,210,5,115
5,ANU23,Carteles y anuncios,Bar y cafetería,Cartel  antiguo chapa Champión,admin/img_prod/ANU23/ANU23-720x540.png,49,25,1,10
6,ESP23,Espejo,Dormitorio,Espejo marco nogal,admin/img_prod/ESP23/ESP23-720x540.png,49,56,15,160
7,ES23,Estanteria,Rústico,Estante suelo nogal cerrado recto,admin/img_prod/ES23/ES23-720x540.png,49,81,23,100
8,EST23,Estufa,Calefaccion,Placa de calor de pared,admin/img_prod/EST23/EST23-720x540.png,49,67,15,30
9,ESTAT23,Estatua,Religioso,Estatua imagen fraile con niño de escayola,admin/img_prod/ESTAT23/ESTAT23-720x540.png,49,1,1,1
10,F23,Fichero,Despacho,Fichero metálico crema 4 cajones,admin/img_prod/F23/F23-1-720x540.png,49,45,65,132
11,MUS23,Instrumentos musicales,Musica,Zanfoña auténtica,admin/img_prod/MUS23/MUS23 (INM10)=-720x540.png,49,1,1,1
12,ADO23,Adornos,Salón,Figura bronce pequeña golfista,admin/img_prod/ADO23/ADO23-720x540.png,49,1,1,1
13,DPT23,Deporte,Bicicleta  Gimnasio,Bicicleta estática blanca y azul Ciclostatic,admin/img_prod/DPT23/DPT23-720x540.png,49,67,50,100
14,LAM23,Lámpara,Lámpara de mesa  Salón,Lámpara de mesa hierro verde y metal,admin/img_prod/LAM23/LAM23-720X540.png,49,0,0,0
15,FUM23,Artículos de fumador,Cenicero,Juego cenicero y mechero metacrilato,admin/img_prod/FUM23/FUM23-720X540.png,49,1,1,1
16,M23,Mesa,Centro  Salón,Mesa centro nogal pata torneada,admin/img_prod/M23/M23-1-720x540.png,49,100,45,42
17,AZP23,Azulejos y platos de pared,Decoración,Azulejos de pared antiguos gruesos,admin/img_prod/AZP23/AZP23-720x540.png,49,1,1,1
18,BAD23,Bandejas,Bar y cafetería,Bandejas medievales metal,admin/img_prod/BAD23/BAD23-720x540.png,49,1,1,1
19,BYC23,Atrezzo de bar y cafetería,Bar y cafetería,Copas de licor antiguas cristal grueso,admin/img_prod/BYC23/BYC23(BAR23-720x540).png,49,1,1,1
20,COL23,Atrezzo colegio,Colegio,Cuadernos colegio antiguos,admin/img_prod/COL23/COL23-720x540.png,49,1,1,1
21,DES23,Atrezzo despacho,Despacho  Máquinas de escribir,Máquina de escribir eléctrica xerox,admin/img_prod/DES23/DES23-720x540.png,49,1,1,1
22,BEB23,Bebé,Cochecito,Silla de niño plegable azul PRENATAL,admin/img_prod/BEB23/BEB23-1-720x540.png,49,43,70,103
23,CST23,Moda y costura,,Costurero isabelino negro con tapa,admin/img_prod/CST23/CST23-1-720x540.png,49,36,76,52
24,CAR23,Caja registradora,Calculadoras  Despacho,Calculadora plástico verde HISPANO OLIVETTI,admin/img_prod/CAR23/CAR23 (DES100)-720x540.png,49,1,1,1
25,CRI23,Cristalería,Jarras,Jarras cristal antiguas con asa y peana,admin/img_prod/CRI23/CRI23-720x540.png,49,1,1,1
26,MC23,Macetero,Comedor  Imperio  Salón,Macetero imperio 3 columnas adornos metal,admin/img_prod/MC23/MC23-1-720x540.png,49,50,50,108
27,ME23,Mesilla,Dormitorio,Mesilla ovalada pintada negra,admin/img_prod/ME23/ME23-1-720x540.png,49,43,31,55
28,VET23,Ventilador,,Ventilador de techo blanco 4 aspas,admin/img_prod/VET23/VET23-720x540.png,49,1,1,1
29,REL23,Reloj,Despacho,Reloj de pared grande esfera redonda marco niquelado,admin/img_prod/REL23/REL23-720x540.png,49,1,1,1
30,TEL23,Telefonía,,Contestador antiguo grande antiguo,admin/img_prod/TEL23/TLF23-720x540.png,49,0,0,0
31,MYN23,Maletas y neceseres de viaje,Viaje,Maleta antigua fibra jaspeada cantoneras madera,admin/img_prod/MYN23/MYN23-720x540.png,49,50,30,25
32,MYC23,Maletines y carteras,,Portadocumentos skay marron de fuelle,admin/img_prod/MYC23/MYC23-720x540.png,49,0,0,0
33,TOC23,Objetos de tocador,Tocador,Juego de tocador plateado liso (6 piezas),admin/img_prod/TOC23/TOC23-720x540.png,49,0,0,0
34,JUG23,Juguetes,Juguete,Puzzles con sus cajas,admin/img_prod/JUG23/JUG23-720x540.png,49,0,0,0
35,JAR23,Jarrones y jarras,Adorno  Decoración  Salón,Jarron niquelado alto cenefa grabada flores,admin/img_prod/JAR23/JAR23-720x540.png,49,0,0,0
36,MYS23,Tocadiscos y altavoces,Electrónica  Musica  Sonido,Plato de tocadiscos portátil,admin/img_prod/MYS23/MYS23-720x540.png,49,0,0,0
37,TP23,Tapices y estandartes,Salón,Tapiz bordado terciopelo ciervos con marco blanco y oro,admin/img_prod/TP23/TP23-720x540.png,49,124,10,182
38,ML23,Librería,Despacho,Librería de despacho 1900 puertas cristal,admin/img_prod/ML23/ML23-720x540.png,49,120,40,240
39,MED23,Atrezzo medicina,Hospital  Medicina,Escalerilla de madera antigua para tubos de ensayo,admin/img_prod/MED23/MED23-720x540.png,49,0,0,0
40,HOS23,Hospitales,Hospital  Medicina,Mesilla hospital hierro tapa formica,admin/img_prod/HOS23/HOS23-1-720x540.png,49,50,39,79
41,VAA23,Atrezzo vario,Descatalogado,Descatalogado,admin/img_prod/VAA23/LOGOTIPO VAZQUEZ- 720x540.png,49,0,0,0
42,ARA23,Atrezzo Árabe,Arabe,Mesa árabe cuadrada pintada,admin/img_prod/ARA23/ARA23-1-720x540.png,49,50,50,70
43,RAD23,Radios,,Radio antigua caja blanca y dorado 4 mandos,admin/img_prod/RAD23/RAD23-720x540.png,49,1,1,1
44,SI23,Sillón,Reina ana  Sillería,Sillón estilo Reina Ana nogal filo oro tapizado cuero,admin/img_prod/SI23/SI23-1-720x540.png,49,62,56,117
45,MV23,Muebles varios,Descatalogado,Descatalogado,admin/img_prod/MV23/LOGOTIPO VAZQUEZ- 720x540.png,49,0,0,0
46,JUE23,Juego,,Tablero de parchís de madera,admin/img_prod/JUE23/JUE23-720x540.png,49,1,1,1
47,SIL23,Silla,Reina ana  Sillería,Silla Reina Ana de nogal filo oro tapizada cuero,admin/img_prod/SIL23/SIL23-1-720x540.png,49,50,50,110
0,MEC23,Mecedora,Curvado,Mecedora curvada nogal tapizada tela,admin/img_prod/MEC23/MEC23-1-720x540.png,50,52,102,103
1,MOS23,Mostrador,Tienda,Mostrador vitrina de roble con 12 cajones,admin/img_prod/MOS23/MOS30-1-720x540.png,50,125,45,95
2,S23,Sofá,Reina ana  Salón  Sillería,Sofá reina Ana nogal filo oro tapizado cuero,admin/img_prod/S23/S23-1-720x540.png,50,135,55,117
3,TYV23,Televisores y vídeos,Televisor,"Televisión caja gris Philips 18""",admin/img_prod/TYV23/TYV23-1-720X540.png,50,50,25,33
4,PV23,Pie de vela,Candelero  Iglesia,Candelero de iglesia peana piedra,admin/img_prod/PV23/PV23-720x540.png,50,0,0,0
5,BRA23,Brasero,Medieval,Pie de tubo redondo aro giratorio,admin/img_prod/BRA23/BRA23-720x540.png,50,55,55,170
6,JAU23,Jaula,Pie de jaula,Pie de jaula niquelada peana redonda,admin/img_prod/JAU23/JAU23-720x540.png,50,0,0,175
7,VI23,Vitrina,Colegio,Vitrina con parte baja cerrada,admin/img_prod/VI23/VI23-1-removebg-preview.png,50,140,40,140
8,PER23,Perchero,Dormitorio  Español,Perchero burro estilo español cabezas talladas,admin/img_prod/PER23/PER23-1-720x540.png,50,104,35,103
9,SEC23,Secreter,Salón,Bureau - secreter claro,admin/img_prod/SEC23/SEC23-1-720x540.png,50,77,56,113
10,QIN23,Quinqués,,Quinqué pie calamina con depósito niquelado,admin/img_prod/QIN23/QIN23-720x540.png,50,18,18,39
11,MOU23,Mobiliario urbano,Calle,Señal de tráfico inglesa de permanecer izquierda,admin/img_prod/MOU23/MOU23-720x540.png,50,46,1,61
12,CDM23,Centro de mesa,,Centro de mesa de loza forma frutero,admin/img_prod/CDM23/CDM23-720x540.png,50,0,0,0
13,FIG23,Figuras,Adorno,Figura de escayola pintada torso mujer,admin/img_prod/FIG23/FIG23-720x540.png,50,0,0,0
14,PLA23,Playa,Sombrillas,Sombrilla tela rayas,admin/img_prod/PLA23/PLA23-720x540.png,50,0,0,0
15,REG23,Religión,Cruces,Cruz de madera de suelo ancha con cuerdas,admin/img_prod/REG23/REG23-720x540.png,50,160,5,240
16,RU23,Rural,Rústico  Oficios,Yugo de arado de madera,admin/img_prod/RU23/RU23-720x540.png,50,0,0,0
17,ALF24,Alfombra,Comedor  Salón,Alfombra dibujos marrón,admin/img_prod/ALF24/ALF24-720x540.png,50,240,165,1
18,AFC24,Alfombra de cama,Dormitorio,Alfombrin de cama arpillera verde y crema,admin/img_prod/AFC24/AFC24-720x540.png,50,60,90,1
19,AP24,Aparador,Comedor  Isabelino,Aparador isabelino negro cajones talla y copete,admin/img_prod/AP24/AP24-1-720x540.png,50,204,60,100
20,ARC24,Arcon,Dormitorio,Arcón figurado talla cartón,admin/img_prod/ARC24/ARC24-1-720x540.png,50,100,37,42
21,AR24,Armario,Dormitorio,Armario 1 puerta espejo,admin/img_prod/AR24/AR24-1-720x540.png,50,105,55,237
22,ATR24,Atril,,Atril aluminio forma rollo película,admin/img_prod/ATR24/ATR24-1-720x540.png,50,54,40,110
23,BAC24,Banco,Jardín,Banco jardín patas hierro tablas marrón,admin/img_prod/BAC24/BAC24-1-720x540.png,50,150,70,80
24,BAN24,Banqueta,Curvado  Góndola,Banqueta góndola curvada,admin/img_prod/BAN24/BAN24-1-720x540.png,50,58,35,67
25,BA24,Baño,Lavabo,Lavabo ovalado sin grifo y con pie,admin/img_prod/BA24/BA24-720x540.png,50,50,40,70
26,BAU24,Baul,Almacenaje  Viaje,Baúl tapa recta negro,admin/img_prod/BAU24/BAU24-1-720x540.png,50,85,46,50
27,BIO24,Biombo,Jardín,Biombo 3 hojas bastidor negro con papel,admin/img_prod/BIO24/BIO24-720x540.png,50,135,4,180
28,CA24,Cama,Dormitorio  Valenciano,Cabecero valenciano claro,admin/img_prod/CA24/CA24-720x540.png,50,160,10,120
29,CO24,Cocinas,Varios cocina,Pila lavadero de piedra de cocina,admin/img_prod/CO24/CO24-720x540.png,50,1,1,1
30,COM24,Comoda,Dormitorio  Rústico,Cómoda rústica pino con trampilla,admin/img_prod/COM24/COM24-1-720x540.png,50,90,50,82
31,CON24,Consola,Isabelino  Recibidor,Consola Isabelina nogal con tapa marmol blanco,admin/img_prod/CON24/CON24-1-720x540.png,50,120,50,86
32,CU24,Cuadro,Religioso,Cuadro sin marco tablero pintado apóstoles,admin/img_prod/CU24/CU24-720x540.png,50,244,5,107
33,ANU24,Carteles y anuncios,Bar y cafetería,Cartel  antiguo chapa El Gaitero,admin/img_prod/ANU24/ANU24-720x540.png,50,10,1,25
34,ESP24,Espejo,Dormitorio  Inglesa,Espejo inglés de pared marco caoba,admin/img_prod/ESP24/ESP24-720x540.png,50,66,15,70
35,ES24,Estanteria,Rústico,Estante de suelo rústico tabla,admin/img_prod/ES24/ES24-720x540.png,50,57,24,85
36,EST24,Estufa,Calefaccion,Radiador de hierro (2 de 4 elementos y 1 de 5 elementos),admin/img_prod/EST24/EST24-1-720x540.png,50,25,15,95
37,ESTAT24,Estatua,Religioso,Estatua imagen Santo con niño de escayola,admin/img_prod/ESTAT24/ESTAT24-720x540.png,50,1,1,1
38,F24,Fichero,Despacho,Fichero metálico gris estrecho 4 cajones,admin/img_prod/F24/F24-1-720x540.png,50,30,71,154
39,MUS24,Instrumentos musicales,Musica,Instrumento de cuerda africano,admin/img_prod/MUS24/MUS24 (INM11)-720x540.png,50,1,1,1
40,ADO24,Adornos,Salón,Figura bronce grande caballo,admin/img_prod/ADO24/ADO24-720x540.png,50,1,1,1
41,DPT24,Deporte,Bicicleta  Gimnasio,Bicicleta estática gris BH,admin/img_prod/DPT24/DPT24-720x540.png,50,67,50,100
42,LAM24,Lámpara,Lámpara de mesa  Salón,Lámpara de mesa loza blanca,admin/img_prod/LAM24/LAM24-720X540.png,50,0,0,0
43,FUM24,Artículos de fumador,Cenicero,Cenicero acero diferentes,admin/img_prod/FUM24/FUM24-720X540.png,50,1,1,1
44,M24,Mesa,Auxiliar  Español,Mesa estilo español lisa,admin/img_prod/M24/M24-1-720x540.png,50,65,39,55
45,BAD24,Bandejas,Bar y cafetería,Bandejas modernas camarero,admin/img_prod/BAD24/BAD24-720x540.png,50,1,1,1
46,BYC24,Atrezzo de bar y cafetería,Bar y cafetería,Copa de licor de cristal tallado antiguo,admin/img_prod/BYC24/BYC24(BAR24-720x540).png,50,1,1,1
47,COL24,Atrezzo colegio,Colegio,Cuadernos colegio antiguos rubio,admin/img_prod/COL24/COL24-720x540.png,50,1,1,1
0,DES24,Atrezzo despacho,Despacho  Máquinas de escribir,Máquina de escribir antigua Adler,admin/img_prod/DES24/DES24-720x540.png,51,1,1,1
1,BEB24,Bebé,Cochecito,Silla de niño gemelar plegable CHICCO,admin/img_prod/BEB24/BEB24-1-720x540.png,51,75,77,103
2,CST24,Moda y costura,,Costurero nogal tapa forma y marquetería,admin/img_prod/CST24/CST24-720x540.png,51,27,60,63
3,CAR24,Caja registradora,Calculadoras  Despacho,Calculadora plástico amarillo WALTHER,admin/img_prod/CAR24/CAR24 (DES101)-720x540.png,51,1,1,1
4,CRI24,Cristalería,Jarras,Jarras cristal.,admin/img_prod/CRI24/CRI24-720x540.png,51,1,1,1
5,MC24,Macetero,Comedor  Salón,Macetero negro columna torneada 3 pies,admin/img_prod/MC24/MC24-1-720x540.png,51,18,18,85
6,ME24,Mesilla,Dormitorio,Mesilla ovalada pintada colores,admin/img_prod/ME24/ME24-1-720x540.png,51,44,31,56
7,VET24,Ventilador,,Ventilador de techo antiguo crema,admin/img_prod/VET24/VET24-720x540.png,51,1,1,1
8,REL24,Reloj,Descatalogado,descatalogado,admin/img_prod/REL24/LOGOTIPO VAZQUEZ- 720x540.png,51,0,0,0
9,TEL24,Telefonía,,Contestadores automáticos,admin/img_prod/TEL24/TLF24-720x540.png,51,0,0,0
10,MYN24,Maletas y neceseres de viaje,Viaje,Maleta fibra jaspeada clara borde corinto,admin/img_prod/MYN24/MYN24-720x540.png,51,55,35,25
11,TOC24,Objetos de tocador,Tocador,DESCATALOGADO,admin/img_prod/TOC24/TOC24-720x540.png,51,0,0,0
12,JUG24,Juguetes,Juguete,Juguete tienda india Madelman con su caja,admin/img_prod/JUG24/JUG24-720x540.png,51,0,0,0
13,JAR24,Jarrones y jarras,Adorno  Decoración  Salón,Jarrón grabados griegos,admin/img_prod/JAR24/JAR24-720x540.png,51,0,0,0
14,MYS24,Tocadiscos y altavoces,Electrónica  Musica  Sonido,Tocadiscos caja sapeli Dual tapa plástico,admin/img_prod/MYS24/MYS24-720x540.png,51,0,0,0
15,TP24,Tapices y estandartes,Arabe  Castillo,Friso árabe de cuero arcos,admin/img_prod/TP24/TP24-720x540.png,51,330,2,138
16,ML24,Librería,Comedor  Salón,Mueble librería oscuro con parte alta,admin/img_prod/ML24/ML24-720x540.png,51,105,42,214
17,MED24,Atrezzo medicina,Hospital  Medicina,Escalerilla de madera torneada antigua doble para tubos de ensayo,admin/img_prod/MED24/MED24-720x540.png,51,0,0,0
18,HOS24,Hospitales,Hospital  Medicina,Mesilla hospital hierro y formica gris,admin/img_prod/HOS24/HOS24-720x540.png,51,40,43,78
19,VAA24,Atrezzo vario,Comedor,Recogedor de migas plateado (2 piezas),admin/img_prod/VAA24/VAA24-720x540.png,51,0,0,0
20,RAD24,Radios,,Radio antigua caja madera 4 mandos  dial crema,admin/img_prod/RAD24/RAD24-720x540.png,51,1,1,1
21,SI24,Sillón,Chippendale  Sillería,Sillón chipendale nogal tallado tapizado crema,admin/img_prod/SI24/SI24-1-720x540.png,51,64,56,128
22,MV24,Muebles varios,Chifonier,Chifonier claro 6 cajones,admin/img_prod/MV24/MV24-1-720x540.png,51,70,39,101
23,JUE24,Juego,,Tablero de ajedrez plegable con sus fichas,admin/img_prod/JUE24/JUE24-720x540.png,51,1,1,1
24,SIL24,Silla,Chippendale  Sillería,Silla chippendale nogal tallada tapizada crema,admin/img_prod/SIL24/SIL24-1-720x540.png,51,54,48,118
25,MOS24,Mostrador,Descatalogado,Descatalogado,admin/img_prod/MOS24/LOGOTIPO VAZQUEZ- 720x540.png,51,0,0,0
26,S24,Sofá,Chippendale  Salón  Sillería,Sofá chippendale nogal respaldo alto madera calado,admin/img_prod/S24/S24-1-720x540.png,51,135,56,128
27,TYV24,Televisores y vídeos,Televisor,"Televisión caja madera y gris Elbe 21""",admin/img_prod/TYV24/TYV24-1-720x540.png,51,63,50,40
28,PV24,Pie de vela,Iglesia,Pie de vela de iglesia para ofrenda de lamparillas (lampadario),admin/img_prod/PV24/PV24-1-720x540.png,51,57,43,121
29,BRA24,Brasero,Medieval  Pebetero,Pebetero varilla hierro plato con cadena,admin/img_prod/BRA24/BRA24 (HAY 2) 720x540.png,51,40,40,180
30,JAU24,Jaula,Pie de jaula,Pie de jaula niquelado curvo,admin/img_prod/JAU24/JAU24-720x540.png,51,0,0,160
31,VI24,Vitrina,Italiano,Vitrina italiana formica crema,admin/img_prod/VI24/VI24-1-720x540.png,51,92,40,160
32,PER24,Perchero,Dormitorio  Thonet,Perchero burro curvado tonet nogal,admin/img_prod/PER24/PER24-1-720x540.png,51,61,30,90
33,QIN24,Quinqués,,Quinqué cristal tallado morado peana metal grabado,admin/img_prod/QIN24/QIN24-720x540.png,51,13,13,25
34,MYC24,Maletines y carteras,,Maletín de médico antiguo cuero marrón,admin/img_prod/MYC24/MYC24-1-720x540.png,51,43,24,20
35,MOU24,Mobiliario urbano,Calle,Señal de tráfico inglesa de trabajos en la vía,admin/img_prod/MOU24/MOU24-720x540.png,51,61,1,61
36,CDM24,Centro de mesa,,Centro de mesa de loza picos,admin/img_prod/CDM24/CDM24-720x540.png,51,0,0,0
37,FIG24,Figuras,Adorno,Figura de cartón grande elefante hindú,admin/img_prod/FIG24/FIG24-720x540.png,51,0,0,0
38,PLA24,Playa,Descatalogado,,admin/img_prod/PLA24/LOGOTIPO VAZQUEZ- 720x540.png,51,0,0,0
39,REG24,Religión,Cruces,Cruz de madera con Cristo tallado,admin/img_prod/REG24/REG24-720x540.png,51,0,0,0
40,RU24,Rural,Oficios,Azadones de minero,admin/img_prod/RU24/RU24-720x540.png,51,0,0,0
41,ALF25,Alfombra,Arabe  Comedor  Salón,Alfombra persa marrón,admin/img_prod/ALF25/ALF25-720x540.png,51,240,200,1
42,AFC25,Alfombra de cama,Arabe  Dormitorio,Alfombrin de cama persa rojo,admin/img_prod/AFC25/AFC25-720x540.png,51,115,60,1
43,AP25,Aparador,Comedor  Isabelino,Vitrina isabelina negra a juego AP24,admin/img_prod/AP25/AP25-1-720x540.png,51,124,54,200
44,ARC25,Arcon,Rústico,Arcón talla lisa antiguo,admin/img_prod/ARC25/ARC25-1-720x540.png,51,120,55,50
45,AR25,Armario,Dormitorio,Armario 1900 claro tallado con copete 1 puerta,admin/img_prod/AR25/AR25-1-720x540.png,51,100,43,220
46,ATR25,Atril,,Atril de metacrilato,admin/img_prod/ATR25/ATR25-1-720x540.png,51,40,40,100
47,BAC25,Banco,Descatalogado,,admin/img_prod/BAC25/LOGOTIPO VAZQUEZ- 720x540.png,51,0,0,0
0,BAN25,Banqueta,Góndola,Banqueta góndola clara,admin/img_prod/BAN25/BAN25-1-720x540.png,52,66,37,43
1,BA25,Baño,Lavabo,Lavamanos de pared,admin/img_prod/BA25/BA25-1-720x540.png,52,45,26,10
2,BAU25,Baul,Almacenaje  Viaje,Baúl chapa tapa recta,admin/img_prod/BAU25/BAU25-1-720x540.png,52,85,46,50
3,BIO25,Biombo,Arabe,Biombo puerta árabe celosía,admin/img_prod/BIO25/BIO25-720x540.png,52,60,4,260
4,CA25,Cama,Dormitorio,Cabecero con listones madera y hierro,admin/img_prod/CA25/CA25-720x540.png,52,260,10,45
5,CO25,Cocinas,Varios cocina,Fregadero de cocina de cinc dos senos,admin/img_prod/CO25/CO25-720x540.png,52,97,49,28
6,COM25,Comoda,Comodín  Dormitorio  Inglesa,Comodín caoba inglés 4 cajones,admin/img_prod/COM25/COM25-1-720x540.png,52,98,42,76
