,name,category,section,description,image,page,length [cm],depth [cm],height [cm]
10,VAJ2,Vajilla,Comedor,Vajilla loza Flor de Lis (12 servicios),admin/img_prod/VAJ2/VAJ2-720x540.png,5,0,0,0
11,JUG2,Juguetes,Juguete,Juego antiguo Batalla Naval con su caja,admin/img_prod/JUG2/JUG2-720x540.png,5,0,0,0
12,JAR2,Jarrones y jarras,Adorno  Decoración  Salón,Jarra cincelada antigua,admin/img_prod/JAR2/JAR2-720x540.png,5,0,0,0
13,TYV2,Televisores y vídeos,Televisor,Televisión portátil crema sharp color (funcionando),admin/img_prod/TYV2/TYV2-1-720x540.png,5,45,33,31
14,MYS2,Tocadiscos y altavoces,Altavoces  Electrónica  Musica  Sonido,Altavoces caja madera frontal tela beige,admin/img_prod/MYS2/MYS2-720x540.png,5,27,19,48
15,SOM2,Sombrereras,Viaje,Sombrerera antiguas de cuero,admin/img_prod/SOM2/SOM2-720x540.png,5,0,0,0
16,TP2,Tapices y estandartes,Iglesia  Medieval,Tapiz pintado religioso Adán y Eva,admin/img_prod/TP2/TP2-720x540.png,5,205,0,230
17,ML2,Librería,Despacho  Inglesa,LIBRERÍA DESPACHO INGLESA CAOBA 4 PUERTAS,admin/img_prod/ML2/ML2-720x540.png,5,213,45,177
18,MED2,Atrezzo medicina,Hospital  Medicina,Instrumentos médicos quirúrgicos actuales,admin/img_prod/MED2/MED2-720x540.png,5,0,0,0
19,HOS2,Hospitales,Hospital  Medicina,Banqueta hospital cuadrada chapa blanca,admin/img_prod/HOS2/HOS2-1-720x540.png,5,25,25,42
20,VAA2,Atrezzo vario,Descatalogado,Descatalogado,admin/img_prod/VAA2/LOGOTIPO VAZQUEZ- 720x540.png,5,0,0,0
21,GRA2,Gramófonos y gramolas,Musica,Gramófono octogonal blanco con bocina blanca,admin/img_prod/GRA2/GRA2-720x540.png,5,0,0,0
22,ARA2,Atrezzo Árabe,Arabe,Mesa árabe rectangular pintada,admin/img_prod/ARA2/ARA2-1-720x540.png,5,100,50,72
23,SI2,Sillón,Isabelino  Salón  Sillería,Sillón isabelino limoncillo tapizado tela flores,admin/img_prod/SI2/SI2-1-720x540.png,5,65,55,95
24,RAD2,Radios,,Radio antigua caja madera 3 mandos dial cuadrado,admin/img_prod/RAD2/RAD2-720x540.png,5,1,1,1
25,JAM2,Jamuga,Navidad,Jamuga cabezas y garras dorada tapizada terciopelo rojo,admin/img_prod/JAM2/JAM2-1-720x540.png,5,110,60,145
26,MV2,Muebles varios,Chifonier,Chifonier caoba marquetería flores,admin/img_prod/MV2/MV2-1-720x540.png,5,70,33,143
27,JAU2,Jaula,,Jaula de barrotes de hierro con argollas techo,admin/img_prod/JAU2/JAU2-1-720x540.png,5,100,100,110
28,JUE2,Juego,Casino,Mesa de ruleta caoba patas torneadas,admin/img_prod/JUE2/JUE2-1-720x540.png,5,400,115,80
29,JU2,Juguetero,,Juguetero de roble con espejo,admin/img_prod/JU2/JU2-1-720x540.png,5,34,24,150
30,SIL2,Silla,Isabelino  Sillería,Silla isabelina limoncillo tapizada tela flores,admin/img_prod/SIL2/SIL2-1-720x540.png,5,45,42,90
31,LM2,Litera de mano,Edad media,Litera de transporte pintada,admin/img_prod/LM2/LM2-1-720X540.png,5,72,90,162
32,MEC2,Mecedora,Curvado,Mecedora curvada tapizada terciopelo labrado,admin/img_prod/MEC2/MEC2-720x540.png,5,55,88,100
33,MOS2,Mostrador,Tienda,Mostrador de tienda de nogal (se le puede añadir una parte más alta para elevarlo),admin/img_prod/MOS2/MOS2-1-720x540.png,5,150,50,90
34,S2,Sofá,Isabelino  Salón  Sillería,Sofá isabelino limoncillo tapizado tela flores,admin/img_prod/S2/S2-1-720x540.png,5,160,60,100
35,ILU2,Iluminación,,Cuadro de luz gris con 3 relojes,admin/img_prod/ILU2/ILU2-720x540.png,5,67,15,54
36,PV2,Pie de vela,Candelero  Iglesia  Medieval,Hachero suelo de cuadradillo 1 luz,admin/img_prod/PV2/PV2-720x540.png,5,46,46,135
37,SEC2,Secreter,Americano  Salón,Bureau americano de persiana,admin/img_prod/SEC2/SEC2-1-720x540.png,5,115,75,112
38,VI2,Vitrina,Descatalogado,,admin/img_prod/VI2/LOGOTIPO VAZQUEZ- 720x540.png,5,0,0,0
39,PEL2,Peluquería,Lavabo,Lavacabezas de peluquería loza crema con alcachofa ducha,admin/img_prod/PEL2/PEL2-1-720x540.png,5,50,60,35
40,SR2,Silla de ruedas,Hospital,Silla de ruedas plegable con ruedas pequeñas,admin/img_prod/SR2/SR2-1-720x540.png,5,0,0,0
41,PC2,Pizarra,Colegio,Pizarra de colegio marco madera oscuro,admin/img_prod/PC2/PC2-720x540.png,5,215,5,114
42,BUZ2,Buzones,Portal,Bloque de 5 buzones de portal chapa pintados,admin/img_prod/BUZ2/BUZ2-720x540.png,5,119,8,30
43,CAM2,Cámara fotos y vídeo,Cámaras de vídeo,Cámara de vídeo Hi 8 Sanyo con su funda,admin/img_prod/CAM2/CAM2-720x540.png,5,1,1,1
44,JUZ2,Juzgado,Juzgados,Estrado juzgado madera tallado de 1 metro,admin/img_prod/JUZ2/JUZ2-1-720x540.png,5,100,73,87
45,QIN2,Quinqués,,Quinqué bola cristal,admin/img_prod/QIN2/QIN2-720x540.png,5,1,1,1
46,REV2,Revistero,Mimbre,Revistero de pared de mimbre,admin/img_prod/REV2/REV2-720x540.png,5,0,0,0
47,MOU2,Mobiliario urbano,Calle,Cabeza de semáforo antigua de colgar,admin/img_prod/MOU2/MOU2-720x540.png,5,0,0,0
0,PAP2,Papelera,,Papelera chapa roja,admin/img_prod/PAP2/PAP2-720x540.png,6,0,0,0
1,FIG2,Figuras,Adorno,Figura de barro artesanía mujer,admin/img_prod/FIG2/FIG2-720x540.png,6,0,0,0
2,PLA2,Playa,Hamaca  Jardín,Hamaca de madera reclinable con tela rayas,admin/img_prod/PLA2/PLA2-1-720x540.png,6,0,0,0
3,REG2,Religión,Religioso,Adorno de mesa religioso,admin/img_prod/REG2/REG2-720x540.png,6,0,0,0
4,RU2,Rural,Cantarera  Rústico,Cantarera de 4 frente recortado,admin/img_prod/RU2/RU2-1-720x540.png,6,140,38,60
5,PAR2,Paragüero,,Paragüero metal,admin/img_prod/PAR2/PAR2-720x540.png,6,1,1,1
6,GUA2,Guarnición,Imperio,Guarnición imperio mármol negro,admin/img_prod/GUA2/GUA2-720x540.png,6,0,0,0
7,ALA3,Alacena,Cocina  Español,Alacena estilo español cuarterones tallados,admin/img_prod/ALA3/ALA3-1-720x540.png,6,108,30,175
8,ALF3,Alfombra,Arabe,Alfombra persa azul y rojo con fleco,admin/img_prod/ALF3/ALF3-720x540.png,6,240,160,1
9,AFC3,Alfombra de cama,Dormitorio,Alfombrín de cama marrón dibujos amarillos,admin/img_prod/AFC3/AFC3-720x540.png,6,130,70,1
10,AP3,Aparador,Comedor  Estilo mil novecientos,Aparador 1900 con vitrina,admin/img_prod/AP3/AP3-1-720x540.png,6,154,60,265
11,AST3,Atrezzo astronomia,,Telescopio figurado madera y metal con pie,admin/img_prod/AST3/AST3-720x540.png,6,1,1,1
12,TOR3,Tortura,Carcel,"Cepo de tortura de madera para cabeza, pies y manos",admin/img_prod/TOR3/TOR3-1-720x540.png,6,160,40,160
13,ARC3,Arcon,Rústico,Arqueta talla lisa antigua,admin/img_prod/ARC3/ARC3-1-720x540.png,6,100,38,48
14,AR3,Armario,Dormitorio  Inglesa,Armario inglés caoba 2 puertas espejos ovalados,admin/img_prod/AR3/AR3-720x540.png,6,135,65,215
15,ARM3,Armero,Militar,Armero para fusiles fondo rojo,admin/img_prod/ARM3/ARM3-720x540.png,6,125,24,163
16,ATD3,Ataud,Egipcio,Ataúd sarcófago egipcio figurado,admin/img_prod/ATD3/ATD3-1-720x540.png,6,65,50,180
17,ATR3,Atril,Religioso,Atril pino columna recta,admin/img_prod/ATR3/ATR3-1-720x540.png,6,50,50,115
18,BL3,Balancin,Columpio  Juguete,Balancín de niño de madera,admin/img_prod/BL3/BL3-1-720x540.png,6,70,30,63
19,BAC3,Banco,Juzgados,Banco de juzgado tapizado skay rojo,admin/img_prod/BAC3/BAC3-1-720x540.png,6,205,64,126
20,BAN3,Banqueta,,Banqueta de pie a juego sillón SI189,admin/img_prod/BAN3/BAN3-1-720x540.png,6,46,40,19
21,M3,Mesa,Jardín,Mesa de jardín forja blanca,admin/img_prod/M3/M3-1-720x540.png,6,80,80,75
22,BA3,Baño,Bañera,Bañera acrílica patas niqueladas,admin/img_prod/BA3/BA3-1-720x540.png,6,176,80,85
23,BAR3,Bargueño,Español,Bargueño arqueta estilo español tallada,admin/img_prod/BAR3/BAR3-1-720x540.png,6,95,42,133
24,BRL3,Barril,Bar y cafetería  Rústico,Barril de madera pequeño,admin/img_prod/BRL3/BRL3-1-720x540.png,6,37,37,49
25,BAS3,Bascula,Mercado  Tienda,Báscula de tienda de colgar,admin/img_prod/BAS3/BAS3-720x540.png,6,1,1,1
26,BAU3,Baul,Americano  Viaje,Baúl armario americano azul pequeño,admin/img_prod/BAU3/BAU3-1-720x540.png,6,49,25,85
27,BEB3,Bebé,Descatalogado,,admin/img_prod/BEB3/LOGOTIPO VAZQUEZ- 720x540.png,6,0,0,0
28,PER3,Perchero,Recibidor  Forja  Jardín,Perchero pie forja hierro marrón,admin/img_prod/PER3/PER3-720x540.png,6,40,40,170
29,ESC3,Escaleras,Tienda,Escalera de tijera de madera,admin/img_prod/ESC3/ESC3-720x540.png,6,43,62,116
30,BIO3,Biombo,Frances  Dormitorio,Biombo Luis XV 3 hojas nogal tela flores y rayas,admin/img_prod/BIO3/BIO3-720x540.png,6,144,5,190
31,BIS3,Bis a bis,Salón,Bis a bis respaldos recortados patas torneadas,admin/img_prod/BIS3/BIS3-1-720x540.png,6,80,43,82
32,BRA3,Brasero,Calefaccion,Braseros bola pletina chapa (a juego 2 pequeños),admin/img_prod/BRA3/BRA3-720x540.png,6,35,35,100
33,BUT3,Butaca de cine,Cine  Teatro,Fila de tres asientos de butacas de cine pana roja,admin/img_prod/BUT3/BUT3-1-720x540.png,6,150,60,80
34,CAB3,Caballete,Pintor,Caballete de estudio madera claro,admin/img_prod/CAB3/CAB3-1-720x540.png,6,70,70,205
35,CAR3,Caja registradora,Tienda,Caja registradora eléctrica,admin/img_prod/CAR3/CAR3-1-720x540.png,6,41,42,36
36,CF3,Caja fuerte,,Caja fuerte de hierro pintada gris,admin/img_prod/CF3/CF3-720x540.png,6,60,35,100
37,CAJ3,Caja,Cajas  Militar,Caja de chapa aluminio con tapa,admin/img_prod/CAJ3/CAJ3-720x520.png,6,75,42,33
38,CA3,Cama,Cabecero  Dormitorio,Cabecero capitoné tapizado terciopelo oro,admin/img_prod/CA3/CA3-720x540.png,6,240,10,115
39,REC3,Reclinatorio,Iglesia  Religioso,Reclinatorio negro y oro tapizado rojo,admin/img_prod/REC3/REC3 720x540.png,6,70,32,80
40,CARR3,Carretilla,Oficios,Carretilla de hierro de obra,admin/img_prod/CARR3/CARR3-1-720x540.png,6,115,60,50
41,CSE3,Carro de servicio,Cocina  Comedor  Salón,Carro de servicio madera tallada caoba.,admin/img_prod/CSE3/CSE3-1-720x540.png,6,70,45,65
42,CH3,Chaiselongue,Descatalogado,Descatalogado,admin/img_prod/CH3/LOGOTIPO VAZQUEZ- 720x540.png,6,1,1,1
43,CO3,Cocinas,Electrodomestico  Cocina,Cocina de gas 2 fuegos con horno y cajón,admin/img_prod/CO3/CO3-720x540.png,6,48,39,86
44,COM3,Comoda,Dormitorio  Frances,Cómoda Luis XV caoba y bronce tapa figurada mármol,admin/img_prod/COM3/COM3-1-720x540.png,6,120,50,96
45,CON3,Consola,Frances  Recibidor,Consola Luis XV caoba y oro tapa mármol rosa,admin/img_prod/CON3/CON3-1-720x540.png,6,165,50,82
46,COS3,,Costurero,Costurero-mesita nogal tapa forma y pata lira con repisa,admin/img_prod/COS3/COS03.bmp,6,63,27,60
47,CU3,Cuadro,Retratos,Lienzo a medio pintar óleo hombre,admin/img_prod/CU3/CU3-720x540.png,6,100,5,190
0,ANU3,Carteles y anuncios,,Cartel  antiguo chapa equipo fútbol,admin/img_prod/ANU3/ANU3-720x540.png,7,10,5,15
1,ESP3,Espejo,Dormitorio  Imperio,Espejo vestidor imperio columnas,admin/img_prod/ESP3/ESP3-720x540.png,7,100,50,210
2,ES3,Estanteria,Rústico,Estantería rústica 6 baldas,admin/img_prod/ES3/ES3-1-720x540.png,7,88,32,218
3,EST3,Estufa,Calefaccion,Estufa chubesqui hierro liso con ruedas,admin/img_prod/EST3/EST3-720x540.png,7,26,26,72
4,ESTAT3,Estatua,Indio,Estatua ídolo azteca en forespan,admin/img_prod/ESTAT3/ESTAT3-1-720x540.png,7,100,30,150
5,GN3,Galan de noche,Dormitorio,Galán de noche pintado con ruedas,admin/img_prod/GN3/GN3-1-720x540.png,7,45,45,123
6,AGU3,Aguamaniles,Dormitorio,Aguamanil loza crema dibujos azules,admin/img_prod/AGU3/AGU3-720x450.png,7,1,1,1
7,ADP3,Animales disecados en panoplia,,Panoplia madera con cuernos ciervo,admin/img_prod/ADP3/ADP3-720x450.png,7,1,1,1
8,F3,Fichero,Despacho,Fichero madera 6 cajones,admin/img_prod/F3/F3-1-720x540.png,7,43,59,151
9,MUS3,Instrumentos musicales,Musica  Piano,Piano clave figurado pintado,admin/img_prod/MUS3/MUS3-1-720x540.png,7,125,65,90
10,ADO3,Adornos,Salón,Adorno mesa cobre con asa metal,admin/img_prod/ADO3/ADO3-720x540.png,7,1,1,1
11,DPT3,Deporte,Gimnasio,Rueda madera para rehabilitación,admin/img_prod/DPT3/DPT3-1-720x540.png,7,90,90,90
12,LAM3,Lámpara,Lámpara de mesa  Salón,Lámpara de mesa antigua madera pintada,admin/img_prod/LAM3/LAM3-720X540.png,7,0,0,0
13,FUM3,Artículos de fumador,Cajas,Cajas para tabaco,admin/img_prod/FUM3/FUM3-720x540.png,7,1,1,1
14,ASP3,Aspiradoras,Electrodomestico,Aspiradora antigua base mostaza con bolsa en barra,admin/img_prod/ASP3/ASP3-720x540.png,7,1,1,1
15,AZP3,Azulejos y platos de pared,Decoración,Azulejo pared grande religioso con capilla forja hierro,admin/img_prod/AZP3/AZP3-720x540.png,7,1,1,1
16,BAD3,Bandejas,,Bandeja antigua de loza y metal con asa,admin/img_prod/BAD3/BAD3-720x540.png,7,1,1,1
17,BYC3,Atrezzo de bar y cafetería,Bar y cafetería,Botella de cristal de licor,admin/img_prod/BYC3/BYC3-720x540.png,7,1,1,1
18,COL3,Atrezzo colegio,Colegio,Ábaco de madera antiguo,admin/img_prod/COL3/COL3-720x540.png,7,1,1,1
19,DES3,Atrezzo despacho,Despacho  Escribanías y tinteros,Escribanía de viaje nogal compartimentos madera,admin/img_prod/DES3/DES3-720x540.png,7,1,1,1
20,CST3,Moda y costura,Avíos de costura,Bastidor de coser redondo madera,admin/img_prod/CST3/CST3-720x540.png,7,1,1,1
21,CTN3,Catenaria,,Catenaria dorada peana redonda,admin/img_prod/CTN3/CTN3-720x540.png,7,30,30,95
22,CEM3,Cementerio,,Lápida de cementerio figurada mármol.,admin/img_prod/CEM3/CEM3-1-720x540.png,7,58,22,110
23,CHI3,Chimenea,,Avíos forja hierro cobrizados.,admin/img_prod/CHI3/CHI3-720x540.png,7,1,1,1
24,CRI3,Cristalería,Bomboneras,Bomboneras cristal antiguas.,admin/img_prod/CRI3/CRI3-720x540.png,7,1,1,1
25,MC3,Macetero,Salón  Gótico  Comedor,Macetero gótico calado negro y oro,admin/img_prod/MC3/MC3-1-720x540.png,7,47,47,102
26,ME3,Mesilla,Dormitorio  Frances,"Mesilla francesa con pinturas, tapa mármol y copete",admin/img_prod/ME3/ME3-720x540.png,7,40,36,120
27,VET3,Ventilador,,Ventilador de mesa antiguo aspas azules,admin/img_prod/VET3/VET3-720x540.png,7,1,1,1
28,REL3,Reloj,Inglesa  Salón,Reloj de pie inglés caoba y bronce plumeado,admin/img_prod/REL3/REL3-1-720x540.png,7,47,32,230
29,TEL3,Telefonía,,Teléfono de pared antiguo negro de manivela,admin/img_prod/TEL3/TLF3-720x540.png,7,0,0,0
30,MYN3,Maletas y neceseres de viaje,Viaje,Maleta antigua cuero marrón,admin/img_prod/MYN3/MYN3-720x540.png,7,75,40,25
31,MYC3,Maletines y carteras,,Cartera antigua skay corinto con hebilla,admin/img_prod/MYC3/MYC3-720x540.png,7,0,0,0
32,LYR3,Libros y revistas,,Revistas antiguas,admin/img_prod/LYR3/LYR3-720x540.png,7,0,0,0
33,URN3,Urnas,,Urna de votación tapa azul,admin/img_prod/URN3/URN3-720x540.png,7,0,0,0
34,TOC3,Objetos de tocador,Tocador,Cajas de tocador de loza blanca y azul dibujos japoneses,admin/img_prod/TOC3/TOC3-720x540.png,7,0,0,0
35,VAJ3,Vajilla,Comedor,Vajilla loza frutas modelo Grana (12 servicios),admin/img_prod/VAJ3/VAJ3-720x540.png,7,0,0,0
36,JUG3,Juguetes,Juguete,Juego antiguo Cancha Bolos con su caja,admin/img_prod/JUG3/JUG3-720x540.png,7,0,0,0
37,JAR3,Jarrones y jarras,Adorno  Decoración  Salón,Jarra antigua de estaño,admin/img_prod/JAR3/JAR3-720x540.png,7,0,0,0
38,TYV3,Televisores y vídeos,Televisor,Televisión caja blanca Emerson (color),admin/img_prod/TYV3/TYV3-1-720x540.png,7,0,0,0
39,MYS3,Tocadiscos y altavoces,Altavoces  Electrónica  Musica  Sonido,Altavoces profesionales caja madera,admin/img_prod/MYS3/MYS3-720x540.png,7,0,0,0
40,SOM3,Sombrereras,Viaje,Sombrereras antiguas de fibra,admin/img_prod/SOM3/SOM3-720x540.png,7,0,0,0
41,TP3,Tapices y estandartes,Iglesia  Medieval,Tapiz pintado religioso Virgen y Cristo,admin/img_prod/TP3/TP3-720x540.png,7,190,0,240
42,ML3,Librería,Despacho  Español,Librería despacho español tallada 4 puertas (2 cristal),admin/img_prod/ML3/ML3-1-720x540.png,7,210,47,180
43,MED3,Atrezzo medicina,Hospital  Medicina,Instrumentos médicos quirúrgicos acero antiguos,admin/img_prod/MED3/MED3-720x540.png,7,0,0,0
44,HOS3,Hospitales,Hospital  Medicina,Banqueta de hospital giratoria chapa blanca,admin/img_prod/HOS3/HOS3-1-720x540.png,7,30,30,55
45,VAA3,Atrezzo vario,Infantil,Biberones cristal antiguos,admin/img_prod/VAA3/VAA3-720x540.png,7,0,0,0
46,GRA3,Gramófonos y gramolas,Musica,Gramola antigua caja marquetería,admin/img_prod/GRA3/GRA3-720x540.png,7,0,0,0
47,ARA3,Atrezzo Árabe,Arabe,Mesa árabe cuadrada pintada,admin/img_prod/ARA3/ARA3-1-720x540.png,7,50,50,70
0,SI3,Sillón,Isabelino  Salón  Sillería,Sillón isabelino negro tapizado capitoné tela teja,admin/img_prod/SI3/SI3-1-720x540.png,8,65,65,105
1,RAD3,Radios,,Radio antigua caja madera 3 mandos Philips,admin/img_prod/RAD3/RAD3-720x540.png,8,1,1,1
2,JAM3,Jamuga,Español,Jamuga española tallada asiento y respaldo tapizado terciopelo rojo,admin/img_prod/JAM3/JAM3-1-720x540.png,8,70,43,80
3,MV3,Muebles varios,Chifonier  Secreteres,Chifonier-secreter caoba y raíz,admin/img_prod/MV3/MV3-1-720x540.png,8,100,45,160
4,JAU3,Jaula,,Jaula cuadrada antigua de alambre,admin/img_prod/JAU3/JAU3-720x540.png,8,39,39,70
5,JUE3,Juego,Casino,Mesa de Black Jack patas torneadas,admin/img_prod/JUE3/JUE3-1-720x540.png,8,158,84,77
6,JU3,Juguetero,,Juguetero de caoba con espejo,admin/img_prod/JU3/JU3-1-720x540.png,8,54,26,165
7,SIL3,Silla,Isabelino  Sillería,Silla isabelina negra tapizada respaldo capitoné,admin/img_prod/SIL3/SIL3-1-720x540.png,8,50,50,91
8,LM3,Litera de mano,Edad media,Litera de transporte lisa marrón,admin/img_prod/LM3/LM3-1-720X540.png,8,72,90,161
9,MEC3,Mecedora,Italiano,Mecedora italiana tapizada skay verde,admin/img_prod/MEC3/MEC3-1-720x540.png,8,50,62,105
10,MOS3,Mostrador,Bar y cafetería,Mostrador de bar con barra,admin/img_prod/MOS3/MOS3-1-720x540.png,8,225,50,120
11,S3,Sofá,Isabelino  Salón  Sillería,Sofá isabelino negro tapizado respaldo capitoné,admin/img_prod/S3/S3-1-720x540.png,8,160,65,105
12,ILU3,Iluminación,,Cuadro de luz negro antiguo con cuchillas,admin/img_prod/ILU3/ILU3-720X540.png,8,130,15,70
13,PV3,Pie de vela,Hachero  Iglesia  Medieval,Hachero de suelo 5 luces en plafón,admin/img_prod/PV3/PV3-720x540.png,8,0,0,0
14,SEC3,Secreter,Inglesa  Salón,Secreter inglés nogal desplegable,admin/img_prod/SEC3/SEC3-1-720x540.png,8,122,55,90
15,VI3,Vitrina,Comedor  Salón,Vitrina de madera castaño patas forma,admin/img_prod/VI3/VI3-1-720x540.png,8,98,40,155
16,PEL3,Peluquería,,Secador de peluquería blanco con pie niquelado,admin/img_prod/PEL3/PEL3-1-720x540.png,8,53,53,155
17,SR3,Silla de ruedas,Hospital,Silla de ruedas de geriátrico skay negro,admin/img_prod/SR3/SR3-720x540.png,8,56,100,90
18,PC3,Pizarra,Colegio,Pizarra de colegio marco madera con pie,admin/img_prod/PC3/PC3-720x540.png,8,220,60,180
19,BUZ3,Buzones,Portal,Buzón de cartas metal (individual),admin/img_prod/BUZ3/BUZ3-720x540.png,8,0,0,0
20,CAM3,Cámara fotos y vídeo,Cámaras de vídeo,Cámara de vídeo U-Matic 90' con su funda,admin/img_prod/CAM3/CAM3-720x540.png,8,1,1,1
21,JUZ3,Juzgado,Juzgados,Barandilla curva de juzgado balaustres nogal,admin/img_prod/JUZ3/JUZ3-1-720x540.png,8,104,50,85
22,QIN3,Quinqués,,Quinqué columna alabastro depósito cristal,admin/img_prod/QIN3/QIN3-720x540.png,8,1,1,1
23,REV3,Revistero,Salón,Revistero de pared de aluminio,admin/img_prod/REV3/REV3-720x540.png,8,0,0,0
24,MOU3,Mobiliario urbano,,Baca de taxi con letrero,admin/img_prod/MOU3/MOU3-720x540.png,8,0,0,0
25,LOG3,Logicine,Salón,Macetero madera columna estriada,admin/img_prod/LOG3/LOG3-720x540.png,8,42,42,112
26,CDM3,Centro de mesa,Adorno,Centro de mesa de alpaca forma rombo,admin/img_prod/CDM3/CDM3-720x540.png,8,0,0,0
27,PAP3,Papelera,,Papelera cilíndrica acero alta,admin/img_prod/PAP3/PAP3-720x540.png,8,0,0,0
28,FIG3,Figuras,Adorno,Figura de barro cura,admin/img_prod/FIG3/FIG3-720x540.png,8,0,0,0
29,PLA3,Playa,Hamaca  Bambú  Jardín,Hamaca de bambú con tela flores,admin/img_prod/PLA3/PLA3-1-720x540.png,8,0,0,0
30,REG3,Religión,Religioso,Adorno de mesa religioso,admin/img_prod/REG3/REG3-720x540.png,8,0,0,0
31,RU3,Rural,Rústico  Cantarera,Cantarera de 2 frente recortado,admin/img_prod/RU3/RU3-1-720x540.png,8,76,37,74
32,PAR3,Paragüero,,Paragüero metal,admin/img_prod/PAR3/PAR3-720x540.png,8,1,1,1
33,GUA3,Guarnición,,Guarnición bronce con figura peana madera,admin/img_prod/GUA3/GUA3-1-720x540.png,8,0,0,0
34,ALA4,Alacena,Descatalogado,descatalogado,admin/img_prod/ALA4/LOGOTIPO VAZQUEZ- 720x540.png,8,0,0,0
35,ALF4,Alfombra,Arabe  Comedor  Salón,Alfombra persa roja,admin/img_prod/ALF4/ALF4-720x540.png,8,235,170,1
36,AFC4,Alfombra de cama,Dormitorio,Alfombrín de cama persa verde,admin/img_prod/AFC4/AFC4-720x540.png,8,105,57,1
37,AP4,Aparador,Comedor  Estilo mil novecientos,Trinchero 1900 con copete (a juego AP-3),admin/img_prod/AP4/AP4-720x540.png,8,125,48,193
38,AST4,Atrezzo astronomia,Astronomía,Telescopio figurado grande con pie madera,admin/img_prod/AST4/AST4-1-720x540.png,8,292,75,275
39,TOR4,Tortura,Carcel,Cepo de tortura de madera,admin/img_prod/TOR4/TOR4-720x540.png,8,105,10,30
40,ARC4,Arcon,Dormitorio,Arcón románico tallado con patas,admin/img_prod/ARC4/ARC4-1-720x540.png,8,130,50,75
41,AR4,Armario,Dormitorio  Cubista,Armario cubista puerta con espejo forma (juego dormitorio),admin/img_prod/AR4/AR4-1-720x540.png,8,220,57,200
42,ARM4,Armero,Militar,Armero para fusiles de pino,admin/img_prod/ARM4/ARM4-1-720x540.png,8,50,20,123
43,ATD4,Ataud,,Ataúd auténtico nogal con crucifijo,admin/img_prod/ATD4/ATD4-1-720x540.png,8,62,200,43
44,ATR4,Atril,Religioso,Atril de iglesia cerrado con tarima y escalera,admin/img_prod/ATR4/ATR4-720x540.png,8,106,97,172
45,BL4,Balancin,Columpio  Jardín  Parque,Columpio balancín de madera antiguo,admin/img_prod/BL4/BL4-720x540.png,8,213,44,67
46,BAC4,Banco,Rústico,Banco de tabla madera,admin/img_prod/BAC4/BAC4-720x540.png,8,170,40,80
47,BAN4,Banqueta,Imperio,Banqueta Imperio caoba aplicaciones metal tapizado tela rayas doradas y verdes,admin/img_prod/BAN4/BAN4-1-720x540.png,8,60,43,50
0,M4,Mesa,Jardín,Mesa de jardín forja blanca tapa chapa,admin/img_prod/M4/M4-1-720x540.png,9,70,70,75
1,BA4,Baño,Bañera,Bañera hierro con patas,admin/img_prod/BA4/BA4-1-720x540.png,9,170,75,60
2,BAR4,Bargueño,Español,Bargueño nogal tapa lisa con pie torneado,admin/img_prod/BAR4/BAR4-1-720x540.png,9,75,36,108
3,BRL4,Barril,Descatalogado,Descatalogado,admin/img_prod/BRL4/LOGOTIPO VAZQUEZ- 720x540.png,9,1,1,1
